"","Activity","DataSource","tBodyAcc.mean...X","tBodyAcc.mean...Y","tBodyAcc.mean...Z","tBodyAcc.std...X","tBodyAcc.std...Y","tBodyAcc.std...Z","tGravityAcc.mean...X","tGravityAcc.mean...Y","tGravityAcc.mean...Z","tGravityAcc.std...X","tGravityAcc.std...Y","tGravityAcc.std...Z","tBodyAccJerk.mean...X","tBodyAccJerk.mean...Y","tBodyAccJerk.mean...Z","tBodyAccJerk.std...X","tBodyAccJerk.std...Y","tBodyAccJerk.std...Z","tBodyGyro.mean...X","tBodyGyro.mean...Y","tBodyGyro.mean...Z","tBodyGyro.std...X","tBodyGyro.std...Y","tBodyGyro.std...Z","tBodyGyroJerk.mean...X","tBodyGyroJerk.mean...Y","tBodyGyroJerk.mean...Z","tBodyGyroJerk.std...X","tBodyGyroJerk.std...Y","tBodyGyroJerk.std...Z","tBodyAccMag.mean..","tBodyAccMag.std..","tGravityAccMag.mean..","tGravityAccMag.std..","tBodyAccJerkMag.mean..","tBodyAccJerkMag.std..","tBodyGyroMag.mean..","tBodyGyroMag.std..","tBodyGyroJerkMag.mean..","tBodyGyroJerkMag.std..","fBodyAcc.mean...X","fBodyAcc.mean...Y","fBodyAcc.mean...Z","fBodyAcc.std...X","fBodyAcc.std...Y","fBodyAcc.std...Z","fBodyAccJerk.mean...X","fBodyAccJerk.mean...Y","fBodyAccJerk.mean...Z","fBodyAccJerk.std...X","fBodyAccJerk.std...Y","fBodyAccJerk.std...Z","fBodyGyro.mean...X","fBodyGyro.mean...Y","fBodyGyro.mean...Z","fBodyGyro.std...X","fBodyGyro.std...Y","fBodyGyro.std...Z","fBodyAccMag.mean..","fBodyAccMag.std..","fBodyBodyAccJerkMag.mean..","fBodyBodyAccJerkMag.std..","fBodyBodyGyroMag.mean..","fBodyBodyGyroMag.std..","fBodyBodyGyroJerkMag.mean..","fBodyBodyGyroJerkMag.std.."
"156","STANDING","train",0.27719877,-0.01009785,-0.10513725,-0.99733496,-0.99048681,-0.99542003,0.9679482,-0.14820997,0.091909715,-0.9989793,-0.98675389,-0.99730641,0.077932436,0.018684046,0.0093444336,-0.9948136,-0.98871446,-0.99226635,-0.028775508,-0.070393108,0.079012142,-0.9851808,-0.99211748,-0.98307675,-0.094247582,-0.043355261,-0.041935999,-0.99162156,-0.99601465,-0.99309059,-0.99429499,-0.99524897,-0.99429499,-0.99524897,-0.9930177,-0.99542431,-0.9858944,-0.98644027,-0.99527476,-0.99520498,-0.99665675,-0.9869395,-0.9927386,-0.9976438,-0.99226365,-0.99704592,-0.99485071,-0.98824433,-0.99015748,-0.995218,-0.9901788,-0.99306675,-0.98489022,-0.99278621,-0.9807784,-0.98528707,-0.99165953,-0.9853661,-0.99483599,-0.9952833,-0.99473292,-0.99515619,-0.99050002,-0.98586094,-0.99514331,-0.9952387
"157","STANDING","train",0.27945388,-0.019640776,-0.11002215,-0.99692104,-0.96718593,-0.98311783,0.9679295,-0.14428214,0.093144628,-0.99933247,-0.98857468,-0.99201595,0.082170765,-0.01701467,-0.015798166,-0.99520561,-0.98483079,-0.98842507,-0.028600251,-0.083046734,0.095464555,-0.98817723,-0.98920571,-0.9791538,-0.097088606,-0.041589277,-0.044704559,-0.99041853,-0.99541459,-0.9904868,-0.9874657,-0.98274603,-0.9874657,-0.98274603,-0.9913143,-0.98944783,-0.98550069,-0.98462525,-0.99371877,-0.9952695,-0.99584913,-0.96761161,-0.98412325,-0.99746125,-0.96792578,-0.98288731,-0.99475512,-0.98324029,-0.98733724,-0.9962421,-0.98826343,-0.98790847,-0.98602735,-0.99049909,-0.97845604,-0.98878814,-0.98840583,-0.9811471,-0.98213471,-0.98477295,-0.9878858,-0.99054611,-0.9882692,-0.98456854,-0.99564148,-0.99463909
"158","STANDING","train",0.27743247,-0.030488303,-0.12536043,-0.99655926,-0.96672843,-0.98158533,0.96849148,-0.14670536,0.091708159,-0.99811827,-0.97295996,-0.97656878,0.072364228,0.0087478559,-0.0044681354,-0.99527281,-0.98129122,-0.99033964,-0.024200262,-0.07789261,0.094095607,-0.98910723,-0.98740324,-0.97851956,-0.10316236,-0.035546068,-0.063208931,-0.9911036,-0.99579433,-0.99073859,-0.97745766,-0.97599674,-0.97745766,-0.97599674,-0.99085085,-0.99038832,-0.98450563,-0.98683834,-0.99429068,-0.9952107,-0.99519276,-0.97429127,-0.98865193,-0.99727933,-0.96410195,-0.97807586,-0.99494703,-0.9807555,-0.99083807,-0.99612766,-0.98336934,-0.98816283,-0.98733016,-0.99001425,-0.98036083,-0.98960041,-0.9859172,-0.97968102,-0.98218413,-0.9751195,-0.98985144,-0.98979026,-0.98943061,-0.98706484,-0.99562912,-0.99450684
"159","STANDING","train",0.27729342,-0.021750698,-0.12075082,-0.99732847,-0.96124532,-0.98367156,0.96848115,-0.15437401,0.085118255,-0.99778938,-0.9756451,-0.9689613,0.075284365,0.030762704,0.01121195,-0.99647892,-0.98005127,-0.99666607,-0.024831025,-0.066401639,0.077862982,-0.99088198,-0.99289135,-0.98724152,-0.1006944,-0.047715247,-0.067720045,-0.99241954,-0.99631178,-0.99395634,-0.98363087,-0.97751373,-0.98363087,-0.97751373,-0.99332542,-0.99288747,-0.98936978,-0.99091446,-0.99584954,-0.9955883,-0.99709991,-0.96820527,-0.99063224,-0.99736759,-0.95918148,-0.98005989,-0.99669274,-0.98019053,-0.99630723,-0.99650656,-0.98128976,-0.99544136,-0.98909792,-0.99196691,-0.98402803,-0.99137591,-0.99351595,-0.98962879,-0.9831308,-0.9766829,-0.99207263,-0.99289011,-0.99162928,-0.99175866,-0.99526037,-0.99600721
"160","STANDING","train",0.28058569,-0.0099602983,-0.10606516,-0.99480344,-0.9727584,-0.98624387,0.96841804,-0.15630201,0.08087447,-0.99736219,-0.99050162,-0.99674235,0.076369318,0.012518906,0.0030843751,-0.99115561,-0.9692003,-0.98861504,-0.0234154,-0.070925683,0.078975843,-0.98493784,-0.98730376,-0.98084404,-0.098429383,-0.043540216,-0.048562914,-0.98391251,-0.99307848,-0.98439956,-0.98677197,-0.98670243,-0.98677197,-0.98670243,-0.98538815,-0.98364308,-0.98452436,-0.98026379,-0.98979927,-0.9907352,-0.99351933,-0.97031864,-0.98609566,-0.99538845,-0.97479378,-0.98653557,-0.99153425,-0.97084854,-0.98677551,-0.99146811,-0.96931831,-0.98897477,-0.98177767,-0.98800114,-0.97745298,-0.98586913,-0.9868624,-0.98378763,-0.98499403,-0.98902313,-0.98231683,-0.98405698,-0.98478793,-0.98038779,-0.99098121,-0.99059941
"161","STANDING","train",0.27688027,-0.012721805,-0.10343832,-0.99481511,-0.97307692,-0.98535702,0.96920266,-0.15236144,0.081258077,-0.99726455,-0.98648794,-0.99469268,0.07139686,0.016842441,0.0010303821,-0.99123356,-0.97326434,-0.98501751,-0.024708255,-0.068884585,0.085481775,-0.98466387,-0.98821559,-0.98090404,-0.099442952,-0.032515146,-0.045512651,-0.98591085,-0.99371782,-0.98476218,-0.98804033,-0.98590171,-0.98804033,-0.98590171,-0.98441139,-0.98602515,-0.9852507,-0.98024776,-0.99126117,-0.99034063,-0.99288633,-0.970608,-0.98367242,-0.99581075,-0.97510993,-0.98683043,-0.99098572,-0.97345576,-0.9817322,-0.99233125,-0.97492899,-0.98706537,-0.98191251,-0.98782272,-0.97727189,-0.9854689,-0.98846395,-0.98394887,-0.98569656,-0.98718871,-0.98476304,-0.98661714,-0.98345836,-0.98117839,-0.99131428,-0.9892975
"162","STANDING","train",0.27622817,-0.021441302,-0.10820234,-0.99824595,-0.98721376,-0.99272659,0.96925328,-0.15006376,0.082931213,-0.99812719,-0.99482045,-0.99230114,0.076084514,-0.0023115579,-0.0076736296,-0.99817933,-0.98978834,-0.98953173,-0.031173158,-0.074666711,0.091577535,-0.99416933,-0.99556652,-0.99579097,-0.094207555,-0.040316155,-0.057682038,-0.99571697,-0.9975568,-0.99655031,-0.99477563,-0.99611776,-0.99477563,-0.99611776,-0.99279492,-0.99527144,-0.99428671,-0.99563374,-0.99776102,-0.99781536,-0.99823935,-0.98491607,-0.9916394,-0.99818143,-0.98828445,-0.99319699,-0.99819157,-0.98967537,-0.98895116,-0.99831707,-0.9906675,-0.98847204,-0.99258395,-0.99621833,-0.99512791,-0.99461526,-0.99509504,-0.99637239,-0.9951378,-0.99671395,-0.99472936,-0.99480169,-0.99650333,-0.99552256,-0.99765225,-0.99787507
"163","STANDING","train",0.278457,-0.020414761,-0.11273172,-0.99913488,-0.98468004,-0.99627424,0.9689963,-0.1523621,0.083150803,-0.99915165,-0.98730738,-0.99361292,0.077102002,0.017027167,-0.00098523943,-0.99919161,-0.99013839,-0.99282486,-0.029168611,-0.075944066,0.086183519,-0.99544544,-0.9971092,-0.99586602,-0.098994495,-0.040496948,-0.054137882,-0.99602372,-0.99888814,-0.99789314,-0.99532501,-0.99656707,-0.99532501,-0.99656707,-0.99486033,-0.9971272,-0.99630809,-0.99738797,-0.99860153,-0.99915139,-0.99937732,-0.98715877,-0.99581923,-0.99895036,-0.98325916,-0.9960017,-0.99953805,-0.98974889,-0.99267475,-0.99880527,-0.99138489,-0.99132934,-0.99448722,-0.99805671,-0.99645488,-0.99568481,-0.99646211,-0.99589308,-0.99595367,-0.99678792,-0.99681887,-0.99631669,-0.99790693,-0.99725026,-0.99904671,-0.99905917
"164","STANDING","train",0.27717497,-0.014712802,-0.10675647,-0.99918834,-0.99052638,-0.99336501,0.96904398,-0.15414125,0.081819604,-0.99957758,-0.99425118,-0.99511053,0.07761238,0.019489223,0.015207683,-0.99698535,-0.99236956,-0.9930363,-0.027087093,-0.071831343,0.083622237,-0.99761834,-0.99760953,-0.99617388,-0.10048744,-0.042113616,-0.053738021,-0.99751236,-0.99826836,-0.99637756,-0.99670013,-0.9983924,-0.99670013,-0.9983924,-0.99536254,-0.99600058,-0.99767246,-0.99841465,-0.99833451,-0.99915859,-0.99881956,-0.98880768,-0.99182892,-0.99938998,-0.9910295,-0.9941392,-0.99749097,-0.9920277,-0.99290396,-0.9966091,-0.99339182,-0.99152305,-0.99630863,-0.997468,-0.99577517,-0.99806499,-0.99764892,-0.99660307,-0.99775726,-0.99848118,-0.99553335,-0.99545097,-0.99856385,-0.99842929,-0.999028,-0.99905443
"165","STANDING","train",0.29794572,0.027093908,-0.061668123,-0.98864079,-0.8166986,-0.90190653,0.94489486,-0.29262334,-0.021435523,-0.9640453,-0.81461226,-0.86787383,0.066656163,-0.068367084,-0.033607601,-0.99027112,-0.98429137,-0.99104766,-0.010548201,0.15705425,-0.17452147,-0.97753165,-0.94186755,-0.91159041,-0.084175874,-0.080866451,0.0075315612,-0.98467008,-0.99282912,-0.98983733,-0.90458778,-0.83989567,-0.90458778,-0.83989567,-0.99047837,-0.98912684,-0.84050608,-0.882544,-0.99144905,-0.98971134,-0.98933967,-0.88341385,-0.95494861,-0.98817595,-0.79942945,-0.88547351,-0.98924824,-0.98354471,-0.98933823,-0.9925346,-0.98646367,-0.99130793,-0.97246478,-0.95036887,-0.91031729,-0.97906665,-0.93741192,-0.91991214,-0.90383853,-0.83625317,-0.98902608,-0.98780475,-0.91104074,-0.88447314,-0.99024194,-0.98927719
"166","STANDING","train",0.27920345,-0.023020143,-0.12208028,-0.99683904,-0.97484812,-0.98338551,0.95201342,-0.26311695,-0.0035761635,-0.99509379,-0.97591253,-0.97119457,0.074659313,-0.0012810862,-0.026636672,-0.99505528,-0.99527456,-0.99513244,-0.015810859,0.027702205,-0.02694145,-0.98874836,-0.96725751,-0.93401801,-0.099860486,-0.057413011,-0.022366509,-0.99476086,-0.99694746,-0.9966766,-0.98446381,-0.98754846,-0.98446381,-0.98754846,-0.99628275,-0.99754046,-0.93127833,-0.92308961,-0.99680193,-0.99809793,-0.9956289,-0.98317075,-0.98412856,-0.99746986,-0.97150398,-0.98329938,-0.99478908,-0.99470375,-0.99357321,-0.99584517,-0.99645355,-0.995327,-0.99083312,-0.97688822,-0.94907865,-0.98824485,-0.96247444,-0.93544517,-0.99136765,-0.98608288,-0.99681501,-0.99757854,-0.95640227,-0.91767988,-0.997604,-0.99883527
"167","STANDING","train",0.27903836,-0.014800378,-0.11684896,-0.99694116,-0.98186562,-0.98257653,0.95272437,-0.26509148,-0.0077089922,-0.99928053,-0.99197906,-0.97103653,0.076711586,0.012251865,0.010057325,-0.99481489,-0.99243002,-0.99605297,-0.013406816,-0.046264419,0.060933625,-0.98911045,-0.98218028,-0.97436137,-0.094790394,-0.05064817,-0.034809761,-0.99563871,-0.99702529,-0.99496175,-0.98904307,-0.99093187,-0.98904307,-0.99093187,-0.99552049,-0.99892631,-0.97236443,-0.98189323,-0.99690565,-0.99779235,-0.99619504,-0.98725851,-0.98768709,-0.99727628,-0.97932377,-0.97998327,-0.99494893,-0.99233802,-0.99355517,-0.99509342,-0.99309147,-0.99760124,-0.99075452,-0.98614115,-0.97429588,-0.98869915,-0.98002865,-0.97655213,-0.99273157,-0.99011174,-0.99885264,-0.99774096,-0.98656987,-0.9816707,-0.99733245,-0.9984604
"168","STANDING","train",0.2801349,-0.013916951,-0.10637048,-0.99769492,-0.98751567,-0.99040744,0.95306401,-0.26471825,-0.011556695,-0.99863217,-0.99238313,-0.99072749,0.07525447,0.015419535,0.016625946,-0.99497881,-0.99145508,-0.99562514,-0.012725097,-0.077761376,0.094503668,-0.9891964,-0.9897621,-0.98196822,-0.10533471,-0.046139602,-0.046398495,-0.99646489,-0.99736626,-0.99343448,-0.99507155,-0.99268417,-0.99507155,-0.99268417,-0.99564686,-0.9967385,-0.9804895,-0.98867771,-0.99700147,-0.99768614,-0.99683409,-0.98804239,-0.98993731,-0.9981406,-0.98689854,-0.99059032,-0.99530791,-0.99136358,-0.99479031,-0.99500032,-0.99218538,-0.99493612,-0.98907811,-0.99140219,-0.98219024,-0.98921392,-0.9887699,-0.98337078,-0.99343349,-0.99230619,-0.99635004,-0.99609913,-0.99244181,-0.98791994,-0.99759265,-0.99761851
"169","STANDING","train",0.27773106,-0.018210718,-0.10918803,-0.99749074,-0.99322197,-0.99612795,0.95360569,-0.26305774,-0.011094388,-0.9987754,-0.99697129,-0.99493392,0.075021356,0.0042103143,-0.0051048322,-0.99576851,-0.99245139,-0.99513475,-0.02464236,-0.087790863,0.10782187,-0.99128786,-0.99769748,-0.99533142,-0.10413693,-0.041083288,-0.054341093,-0.99617306,-0.99845498,-0.99594305,-0.99872681,-0.99741361,-0.99872681,-0.99741361,-0.99585704,-0.99731242,-0.98856897,-0.99388286,-0.99808075,-0.99848741,-0.99680119,-0.99094436,-0.99596151,-0.99781366,-0.99394956,-0.99565162,-0.99575245,-0.9924115,-0.99550105,-0.99615735,-0.99303791,-0.9931084,-0.99051434,-0.99790133,-0.99428753,-0.99146979,-0.99749133,-0.99613008,-0.99704386,-0.99731449,-0.99674065,-0.99704535,-0.9956098,-0.99348569,-0.99850483,-0.99819704
"170","STANDING","train",0.27556818,-0.016979698,-0.11142918,-0.99781139,-0.9905223,-0.99762104,0.95359464,-0.26348997,-0.011425851,-0.9987486,-0.99585747,-0.99422799,0.076113384,0.01842771,-0.0060482131,-0.99667367,-0.99275996,-0.99654064,-0.029461913,-0.084376762,0.10074789,-0.99590036,-0.99754503,-0.99504298,-0.097122835,-0.039561886,-0.054821896,-0.99662474,-0.99929097,-0.99715752,-0.99797237,-0.99879494,-0.99797237,-0.99879494,-0.99645316,-0.99991721,-0.993472,-0.99528437,-0.99869585,-0.99967043,-0.99720497,-0.99029766,-0.99669495,-0.99809595,-0.99012472,-0.9976144,-0.9966077,-0.9930446,-0.99488302,-0.9970498,-0.99288054,-0.99692498,-0.99517802,-0.9982421,-0.995936,-0.99606208,-0.99703422,-0.99502512,-0.99989278,-0.99727464,-0.99947946,-0.99958203,-0.99720378,-0.99453695,-0.99957244,-0.99956029
"171","STANDING","train",0.27756171,-0.014318487,-0.10787724,-0.99790424,-0.99431129,-0.99595166,0.95313551,-0.2634369,-0.012458678,-0.9990282,-0.99464403,-0.99675098,0.075342269,0.018055718,-0.0049718288,-0.99611698,-0.99343265,-0.9939722,-0.029814933,-0.078706495,0.093773469,-0.99747587,-0.99822808,-0.99813809,-0.096999665,-0.039383672,-0.055209671,-0.99721308,-0.99885611,-0.99589195,-0.99844133,-0.99798984,-0.99844133,-0.99798984,-0.99547632,-0.99763356,-0.99698274,-0.99900144,-0.99843291,-0.9991886,-0.99719829,-0.99261084,-0.99417669,-0.99825827,-0.99458578,-0.99675387,-0.99612215,-0.99357857,-0.99215543,-0.99644693,-0.99369185,-0.99446029,-0.99678336,-0.99846765,-0.99695895,-0.99765151,-0.99799488,-0.9988931,-0.99725253,-0.99819256,-0.99832359,-0.995093,-0.9988685,-0.99922087,-0.99904676,-0.99915254
"172","STANDING","train",0.27715238,-0.017983328,-0.10660117,-0.99776322,-0.98995727,-0.99658567,0.95318325,-0.26189643,-0.012015606,-0.99904052,-0.99499448,-0.99536331,0.073413536,0.0045245992,-0.005894406,-0.99550617,-0.98680662,-0.99249984,-0.02917889,-0.07955402,0.094585279,-0.99758401,-0.99864863,-0.99768157,-0.097217687,-0.040646212,-0.054870288,-0.99666843,-0.99847664,-0.99586503,-0.997891,-0.99752775,-0.997891,-0.99752775,-0.99306888,-0.99440487,-0.99707363,-0.99843242,-0.99818838,-0.99867706,-0.99657474,-0.98697802,-0.99542528,-0.99844386,-0.99134414,-0.99683996,-0.9958259,-0.98689999,-0.99113965,-0.99549079,-0.98761657,-0.99236996,-0.99638039,-0.99844454,-0.99640039,-0.99797979,-0.99874253,-0.99850636,-0.99671069,-0.99781715,-0.99449599,-0.99278698,-0.99852538,-0.99850046,-0.99842415,-0.99888625
"173","STANDING","train",0.2756763,-0.021264234,-0.11080122,-0.99786211,-0.99009076,-0.99459257,0.95309294,-0.26245862,-0.011512171,-0.99833263,-0.99198868,-0.99706732,0.076943687,0.005482978,0.0016020823,-0.9956916,-0.98292126,-0.99269663,-0.028153699,-0.076118947,0.088998758,-0.99808137,-0.9975863,-0.99486246,-0.097980589,-0.039427698,-0.055537897,-0.99731648,-0.99855988,-0.99636971,-0.99589346,-0.99728461,-0.99589346,-0.99728461,-0.99222923,-0.99284139,-0.99762227,-0.99796907,-0.99852925,-0.99891331,-0.9975464,-0.9864129,-0.99403597,-0.99796805,-0.99198378,-0.99452293,-0.99630977,-0.98291315,-0.99221625,-0.99530314,-0.98414932,-0.9915595,-0.9970942,-0.99788171,-0.99467877,-0.99840904,-0.9973201,-0.99529435,-0.99596298,-0.998191,-0.99258499,-0.99181646,-0.99824461,-0.99793024,-0.99896566,-0.9985402
"174","STANDING","train",0.2792002,-0.017714427,-0.10916135,-0.99838929,-0.98730784,-0.99083159,0.95273161,-0.26500697,-0.012703514,-0.99849937,-0.99227999,-0.99292597,0.078642693,0.016503342,-4.8515198e-05,-0.99671667,-0.98591724,-0.99281698,-0.027220935,-0.069195151,0.079055228,-0.99833703,-0.99820829,-0.99598691,-0.097053649,-0.039995777,-0.059039117,-0.99779214,-0.99830456,-0.99575499,-0.99521534,-0.99651065,-0.99521534,-0.99651065,-0.99337454,-0.99435793,-0.99736198,-0.9977236,-0.99832144,-0.99893826,-0.99750264,-0.98498699,-0.98999238,-0.9989003,-0.98839141,-0.99125809,-0.9965272,-0.98644595,-0.99045005,-0.997259,-0.98621704,-0.99397855,-0.99763528,-0.99799155,-0.9942121,-0.9985502,-0.99830862,-0.99714765,-0.99508421,-0.9975563,-0.99429146,-0.99276945,-0.99803662,-0.9977049,-0.99872646,-0.9990231
"175","STANDING","train",0.28171549,-0.011910678,-0.10287513,-0.99853388,-0.98848901,-0.99318367,0.9532188,-0.2650432,-0.013126421,-0.99749379,-0.99145541,-0.99475932,0.074924981,0.0099539071,0.00068788567,-0.99683571,-0.98672319,-0.99262375,-0.024960701,-0.071607144,0.080856127,-0.99624819,-0.99767145,-0.99406934,-0.096984078,-0.040981257,-0.056018736,-0.99692766,-0.99810702,-0.99400441,-0.99419344,-0.99494985,-0.99419344,-0.99494985,-0.99333286,-0.9952337,-0.99569879,-0.99735309,-0.99740976,-0.99890363,-0.99865677,-0.98672372,-0.99260252,-0.99840255,-0.98914555,-0.9932395,-0.99694736,-0.98576146,-0.9908238,-0.99695721,-0.98905174,-0.99304129,-0.99512261,-0.99756262,-0.99341683,-0.99656089,-0.9976868,-0.99477065,-0.99427863,-0.99537148,-0.99444815,-0.99520624,-0.99721689,-0.99782288,-0.99873615,-0.99886745
"176","STANDING","train",0.27899267,-0.014531029,-0.10659617,-0.99805969,-0.98606983,-0.99342424,0.95419361,-0.26194319,-0.011180786,-0.99796817,-0.98848774,-0.99047056,0.074219489,0.0044872377,0.0069293456,-0.99605338,-0.98671816,-0.99156012,-0.027372739,-0.0753043,0.088552726,-0.9935398,-0.99742925,-0.99505457,-0.097154466,-0.039321883,-0.051857918,-0.99574247,-0.99798917,-0.99445348,-0.9957494,-0.99441625,-0.9957494,-0.99441625,-0.99251624,-0.99485866,-0.99526631,-0.99616702,-0.99717187,-0.99868261,-0.99747202,-0.9852728,-0.99227953,-0.99834409,-0.98628632,-0.9938875,-0.99654528,-0.98709855,-0.9903284,-0.99577968,-0.98715184,-0.99126017,-0.99272051,-0.99733625,-0.99325176,-0.99372716,-0.9974327,-0.99626738,-0.99363919,-0.99500518,-0.99439824,-0.99426938,-0.99674532,-0.99619603,-0.99838463,-0.99900752
"177","STANDING","train",0.27573444,-0.01801884,-0.10677578,-0.99925496,-0.99366888,-0.9941888,0.95458893,-0.26049928,-0.0099594009,-0.99900508,-0.99730066,-0.99773765,0.073460968,0.01837229,0.001436324,-0.99656406,-0.98927805,-0.99108795,-0.030529617,-0.074705186,0.089415593,-0.99433322,-0.99747657,-0.9967981,-0.10226052,-0.040127012,-0.052669203,-0.99543855,-0.99754026,-0.99537407,-0.9985525,-0.99776154,-0.9985525,-0.99776154,-0.99338553,-0.99456104,-0.99582615,-0.99579462,-0.99717422,-0.9982994,-0.99898187,-0.98994616,-0.99251428,-0.99939524,-0.99547014,-0.99502186,-0.99736314,-0.98910225,-0.98919841,-0.99589031,-0.99028132,-0.99157098,-0.99206061,-0.99732034,-0.99534292,-0.99504265,-0.99752732,-0.99774839,-0.99638609,-0.99864097,-0.99322754,-0.99555244,-0.99660807,-0.99570376,-0.99796927,-0.99865929
"178","SITTING","train",0.14450396,0.18926326,0.062769317,-0.90429967,-0.18193654,-0.44315051,0.87409866,0.042479149,0.33309449,-0.81418938,-0.25461649,-0.34244329,0.13805762,-0.34777099,-0.33527233,-0.98122357,-0.96614228,-0.98349118,-0.046489666,-0.28289794,0.22948437,-0.9733557,-0.97220339,-0.9171989,-0.11571413,-0.066663019,0.01633599,-0.98520162,-0.98666522,-0.98196657,-0.5543692,-0.18717165,-0.5543692,-0.18717165,-0.97526798,-0.97133698,-0.8738801,-0.96976795,-0.99023484,-0.9801139,-0.92128754,-0.43277861,-0.61401743,-0.89802907,-0.12526373,-0.40381329,-0.98209043,-0.96914184,-0.9815657,-0.98187701,-0.96489086,-0.98385314,-0.967536,-0.9690438,-0.89992251,-0.97513158,-0.97447678,-0.93123209,-0.44662992,-0.19941645,-0.97565857,-0.96429842,-0.97506987,-0.97112442,-0.98331724,-0.9772135
"179","SITTING","train",0.28725164,-0.037455064,-0.14597431,-0.98291504,-0.89160489,-0.94143811,0.83566368,0.16067501,0.39982173,-0.96038769,-0.89611252,-0.91088155,0.089548399,-0.034317974,0.0030597368,-0.99243453,-0.98825647,-0.99383772,-0.04840838,-0.23917386,0.24705037,-0.99422554,-0.97536842,-0.9688802,-0.094242126,-0.022414444,-0.06697056,-0.99703744,-0.99794847,-0.99666202,-0.93459377,-0.93195422,-0.93459377,-0.93195422,-0.99288968,-0.99458511,-0.89520271,-0.95274453,-0.99808771,-0.99875192,-0.98612352,-0.9319656,-0.97975316,-0.9814758,-0.88046372,-0.9286557,-0.99252438,-0.98909638,-0.99178965,-0.99298662,-0.98798979,-0.99462142,-0.9938543,-0.97978496,-0.97820971,-0.99427314,-0.97297426,-0.96880151,-0.95362658,-0.93096339,-0.99476974,-0.99278695,-0.96970623,-0.95058339,-0.99858976,-0.99876688
"180","SITTING","train",0.2799976,-0.019484036,-0.10572355,-0.99281839,-0.94035041,-0.98149266,0.83695957,0.15187734,0.38646765,-0.98263913,-0.94642426,-0.96440037,0.071215441,0.044244119,0.020358157,-0.9946122,-0.99291965,-0.99189025,-0.039411936,-0.16674787,0.18301929,-0.99564427,-0.97823105,-0.96663998,-0.095291208,-0.026020031,-0.078193929,-0.99807729,-0.99817308,-0.99835245,-0.97699498,-0.97105963,-0.97699498,-0.97105963,-0.99423479,-0.99452938,-0.94096567,-0.95416523,-0.99886254,-0.9991864,-0.99293691,-0.95749137,-0.98337133,-0.9926239,-0.9352808,-0.98084231,-0.99433646,-0.99333255,-0.99017788,-0.9954535,-0.99285842,-0.99217735,-0.99528558,-0.98342481,-0.96993296,-0.99568476,-0.97548568,-0.96842315,-0.97670695,-0.9712139,-0.99398527,-0.99407461,-0.96972021,-0.95245005,-0.99897315,-0.99932551
"181","SITTING","train",0.22184689,0.034107675,-0.12361242,-0.81470826,-0.749418,-0.57189889,0.83878762,0.15070183,0.38345181,-0.99203824,-0.96233892,-0.96232958,-0.013591322,0.12068585,0.22870415,-0.88383041,-0.85460677,-0.91135086,-0.037731641,0.021333829,0.076579313,-0.73087388,-0.49964946,-0.56901637,-0.016521407,-0.065023681,-0.15063907,-0.89380459,-0.88147183,-0.85853561,-0.81575864,-0.50812531,-0.81575864,-0.50812531,-0.91387886,-0.81597791,-0.68190845,-0.27136454,-0.9175591,-0.83220576,-0.80764453,-0.76550533,-0.67628885,-0.81740855,-0.75605135,-0.55205838,-0.88214836,-0.85881998,-0.90403706,-0.8964778,-0.85985543,-0.91690502,-0.74866144,-0.69737845,-0.65352471,-0.73003425,-0.41291791,-0.58390665,-0.61264851,-0.53386872,-0.86032147,-0.76927158,-0.60433533,-0.22046404,-0.87086437,-0.80216905
"182","SITTING","train",-0.041701306,0.17510248,0.025551778,-0.75839283,-0.58653735,-0.43911019,0.81080506,0.19559534,0.38713197,-0.80474333,-0.73280728,-0.84969761,0.050456562,0.090830365,0.0053317431,-0.85803037,-0.84002483,-0.8962204,-0.0038232806,0.019187316,-0.050212092,-0.72058157,-0.48896854,-0.50932463,-0.095521677,-0.067817006,-0.040522627,-0.88630796,-0.87419654,-0.84808876,-0.50739668,-0.49055481,-0.50739668,-0.49055481,-0.86678801,-0.83897844,-0.59287987,-0.35701417,-0.88878839,-0.85172027,-0.81335631,-0.70656744,-0.70433301,-0.73954717,-0.5594663,-0.3690514,-0.8667756,-0.84357581,-0.89207213,-0.86126158,-0.84714569,-0.89848012,-0.77404985,-0.6872257,-0.68464064,-0.71281525,-0.40157813,-0.50884639,-0.68219367,-0.4881476,-0.85131788,-0.82288377,-0.65163072,-0.3117463,-0.87238357,-0.83747045
